#mpa_vJun23_CHOCOPhlAnSGB_202307
clade_name	DS_BIOME_D138_output	DS_BIOME_D144_output	DS_BIOME_D185_output	DS_BIOME_D186_output	DS_BIOME_D187_output	DS_BIOME_D188_output	DS_BIOME_D207_output	DS_BIOME_D208_output	DS_BIOME_D61_output	DS_BIOME_NegLP_Control_output	Dsbiome_137_output	Dsbiome_138_output	Dsbiome_143_output	Dsbiome_D100_output	Dsbiome_D103_output	Dsbiome_D104_output	Dsbiome_D105_output	Dsbiome_D106_output	Dsbiome_D107_output	Dsbiome_D108_output	Dsbiome_D109_output	Dsbiome_D10_output	Dsbiome_D110_output	Dsbiome_D111_output	Dsbiome_D112_output	Dsbiome_D113_output	Dsbiome_D114_output	Dsbiome_D115_output	Dsbiome_D116_output	Dsbiome_D117_output	Dsbiome_D118_output	Dsbiome_D119_output	Dsbiome_D11_output	Dsbiome_D120_output	Dsbiome_D121_output	Dsbiome_D122_output	Dsbiome_D123_output	Dsbiome_D124_output	Dsbiome_D125_output	Dsbiome_D126_output	Dsbiome_D127_output	Dsbiome_D128_output	Dsbiome_D12_output	Dsbiome_D131_output	Dsbiome_D132_output	Dsbiome_D135_output	Dsbiome_D136_output	Dsbiome_D13_output	Dsbiome_D145_output	Dsbiome_D146_output	Dsbiome_D147_output	Dsbiome_D148_output	Dsbiome_D149_output	Dsbiome_D14_output	Dsbiome_D150_output	Dsbiome_D151_output	Dsbiome_D152_output	Dsbiome_D153_output	Dsbiome_D154_output	Dsbiome_D155_output	Dsbiome_D156_output	Dsbiome_D157_output	Dsbiome_D158_output	Dsbiome_D159_output	Dsbiome_D160_output	Dsbiome_D163_output	Dsbiome_D164_output	Dsbiome_D169_output	Dsbiome_D170_output	Dsbiome_D171_output	Dsbiome_D172_output	Dsbiome_D173_output	Dsbiome_D174_output	Dsbiome_D175_output	Dsbiome_D176_output	Dsbiome_D177_output	Dsbiome_D178_output	Dsbiome_D17_output	Dsbiome_D183_output	Dsbiome_D184_output	Dsbiome_D189_output	Dsbiome_D18_output	Dsbiome_D190_output	Dsbiome_D195_output	Dsbiome_D196_output	Dsbiome_D197_output	Dsbiome_D198_output	Dsbiome_D199_output	Dsbiome_D19_output	Dsbiome_D1_output	Dsbiome_D200_output	Dsbiome_D201_output	Dsbiome_D202_output	Dsbiome_D203_output	Dsbiome_D204_output	Dsbiome_D205_output	Dsbiome_D206_output	Dsbiome_D209_output	Dsbiome_D20_output	Dsbiome_D210_output	Dsbiome_D211_output	Dsbiome_D212_output	Dsbiome_D215_output	Dsbiome_D216_output	Dsbiome_D219_output	Dsbiome_D220_output	Dsbiome_D221_output	Dsbiome_D222_output	Dsbiome_D23_output	Dsbiome_D24_output	Dsbiome_D25_output	Dsbiome_D26_output	Dsbiome_D27_output	Dsbiome_D28_output	Dsbiome_D29_output	Dsbiome_D2_output	Dsbiome_D30_output	Dsbiome_D31_output	Dsbiome_D32_output	Dsbiome_D33_output	Dsbiome_D34_output	Dsbiome_D35_output	Dsbiome_D36_output	Dsbiome_D37_output	Dsbiome_D38_output	Dsbiome_D39_output	Dsbiome_D3_output	Dsbiome_D40_output	Dsbiome_D41_output	Dsbiome_D42_output	Dsbiome_D45_output	Dsbiome_D46_output	Dsbiome_D47_output	Dsbiome_D48_output	Dsbiome_D49_output	Dsbiome_D4_output	Dsbiome_D50_output	Dsbiome_D51_output	Dsbiome_D52_output	Dsbiome_D53_output	Dsbiome_D54_output	Dsbiome_D55_output	Dsbiome_D56_output	Dsbiome_D57_output	Dsbiome_D58_output	Dsbiome_D59_output	Dsbiome_D5_output	Dsbiome_D60_output	Dsbiome_D61_output	Dsbiome_D62_output	Dsbiome_D63_output	Dsbiome_D64_output	Dsbiome_D67_output	Dsbiome_D68_output	Dsbiome_D6_output	Dsbiome_D71_output	Dsbiome_D72_output	Dsbiome_D75_output	Dsbiome_D76_output	Dsbiome_D77_output	Dsbiome_D78_output	Dsbiome_D79_output	Dsbiome_D7_output	Dsbiome_D80_output	Dsbiome_D81_output	Dsbiome_D82_output	Dsbiome_D85_output	Dsbiome_D86_output	Dsbiome_D8_output	Dsbiome_D91_output	Dsbiome_D92_output	Dsbiome_D93_output	Dsbiome_D94_output	Dsbiome_D95_output	Dsbiome_D96_output	Dsbiome_D99_output	Dsbiome_D9_output	Dsbiome_NegC_1_output
k__Bacteria|p__Candidatus_Melainabacteria	0.03348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11863	0.0	0.0	0.0	0.69141	0.44369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81834	0.0	0.0	0.0	0.0	0.0	0.02516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35406	0.0	0.0	0.0	0.0	0.0	0.21836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19903	0.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.00894	0.4328	0.0	0.0	0.0	0.0	0.0	0.00247	0.0	0.0	0.0	0.0	0.0	0.58427	0.0	0.0	0.0	0.0	0.0	0.29688	0.0	0.0	0.0	0.0	0.0	0.35411	0.0	0.0	0.0	0.0	0.0	0.0	0.21325	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Bacteria_unclassified	0.00145	0.01838	0.01836	0.01236	0.02159	0.0087	0.0074	0.00554	0.02782	0.0	0.00567	0.0	0.0	0.03342	0.0	0.01165	0.01062	0.10013	0.0	0.0	0.0	0.06046	0.0	0.04663	0.0	0.0	0.01433	0.00288	0.0	0.00453	0.0	0.0	0.11452	0.01682	0.0	0.0	0.0391	0.0	0.0	0.0	0.05389	0.0	0.06304	0.0	0.02075	0.04822	0.00068	0.01663	0.0	0.0	0.00333	0.0	0.0	0.0	0.0	0.0	0.0	0.00663	0.0	0.05054	0.0	0.0	0.0	0.0	0.0	0.0	0.00851	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00587	0.0	0.0	0.0	0.01032	0.0	0.0	0.0	0.0	0.0	0.14425	0.0	0.00585	0.0	0.02076	0.11754	0.0	0.0	0.06845	0.03131	0.0	0.0	0.04825	0.00418	0.0	0.0	0.0	0.0	0.00308	0.0	0.0	0.0	0.0	0.0	0.0132	0.03884	0.0033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01038	0.0	0.00855	0.0	0.0	0.0	0.05964	0.08246	0.0	0.02222	0.0	0.0	0.0	0.00116	0.03342	0.0	0.0	0.03556	0.0	0.07956	0.00826	0.0	0.0	0.0	0.0	0.08326	0.0	0.02549	0.17979	0.01653	0.03706	0.0	0.0	0.0	0.0	0.05153	0.0	0.05876	0.0	0.0	0.00456	0.0	0.02079	0.00149	0.0	0.03439	0.0	0.0	0.0	0.01077	0.0	0.0
k__Bacteria|p__Bacteroidota|c__Bacteroidia	23.95181	33.30358	33.46947	19.34749	25.51916	28.60904	31.93603	26.82042	42.68272	0.0	35.02373	0.0	30.09147	49.26701	87.10665	72.74673	41.96695	67.11241	28.90587	11.00509	0.0	68.76654	31.42596	46.31402	47.37253	52.72774	37.60994	24.4365	0.0	60.27328	10.49527	50.8466	56.74524	28.93591	14.84129	36.70599	42.11729	14.91481	22.89245	19.41662	46.54594	28.47431	24.25781	66.78506	30.36872	28.6317	63.998	62.64553	11.9075	40.16518	43.6499	54.63099	35.37553	16.31122	59.7522	26.14949	47.06006	76.68132	26.95161	22.1463	0.0	38.46434	30.31329	71.67776	73.24304	64.2755	51.9394	35.74744	36.61372	53.51378	36.34611	44.73951	40.24001	54.50801	20.99406	57.51997	30.04175	75.21054	18.1599	27.48743	41.34357	22.17155	31.23768	45.02976	36.26828	54.91668	48.38146	55.6791	46.36378	37.8651	38.38217	33.12841	70.04223	54.93378	44.41628	34.89543	33.62256	35.24665	38.9776	40.82101	19.31041	23.59052	24.92906	45.78295	38.49126	22.12656	30.61554	34.50985	26.0059	24.95607	43.7992	38.22695	44.32164	61.47214	52.20809	21.3516	26.82644	27.52162	36.40224	79.39181	27.38819	23.61068	22.84917	37.44525	42.8271	57.25395	38.62288	43.01109	66.27442	42.38605	40.37565	65.85649	52.1444	51.04956	60.69012	51.09823	35.88384	35.14525	52.16667	61.36043	20.18952	45.19338	29.29757	31.17485	30.96657	56.05455	56.56059	38.01131	0.0	26.98196	51.80585	8.4518	46.83312	29.61433	42.16802	54.87832	42.91823	35.41863	50.75243	32.13707	42.18293	36.03035	38.24019	59.53495	27.7451	72.30898	52.50094	31.75275	44.45155	15.47511	28.01093	22.22344	28.6721	33.45614	19.26384	16.40707	8.62118	0.0
k__Bacteria|p__Firmicutes|c__CFGB2984	4.01906	0.0	0.6164	2.56883	0.19223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.516	3.17631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39828	1.02007	0.0	0.25351	0.0	0.0	0.00535	0.0	0.0	0.0	0.02122	0.05521	0.0	0.12891	0.0	7.30964	0.0	1.63316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12491	2.56064	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.60995	0.0	0.0	0.0	0.0	0.62219	0.0	0.0	0.0	0.0	0.0	0.02295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36063	0.0	7.25972	12.9748	4.79949	0.39066	0.0	0.70273	2.8463	0.17106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59284	0.0	0.0	0.92673	0.0	0.0	2.39764	0.0	0.0	0.0	0.0	0.0	0.0	1.22082	0.0	0.0	0.0	0.0	0.0	0.0	0.03989	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.13325	0.0	0.0	0.0	0.0	0.09478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13475	0.55267	0.73174	0.02539	2.2833	0.0	0.82163	0.0	2.19814	0.0
k__Bacteria|p__Firmicutes|c__CFGB10477	3.33728	0.0	0.02413	1.19946	0.08336	0.0	0.45359	0.0	0.0	0.0	0.46171	0.0	0.0	0.0	0.0	0.0	0.14318	0.0	0.43701	1.50365	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.52262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87176	5.8016	0.0278	0.15548	0.0	0.0	2.15128	0.0	0.0	0.0	1.10798	4.88445	0.86633	0.39409	0.0	2.69909	0.0	0.57484	0.0	0.35747	0.0	1.00419	0.0	0.0	0.0	0.0925	0.0	0.0	0.0	0.24316	1.87478	0.0	1.15153	0.0	0.0	0.0	1.02118	0.0	0.04741	0.0	0.23364	0.0	0.0	0.0	0.0	0.22208	0.68155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35239	0.0	0.71566	0.0	1.00631	3.50001	3.76278	0.97583	0.0	0.00198	1.32139	0.04155	0.0	1.483	0.27634	0.0	0.0	0.0	0.0	0.0	4.66528	0.19525	1.14683	0.0	0.0	1.54862	0.0	0.0	1.85956	0.0	0.0	0.0	0.0	0.0	0.0	0.51926	0.0	0.0	0.0	0.0	0.0	0.0	0.37125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29352	0.0	0.0	0.0	0.0	0.09425	0.0	0.17224	0.03584	0.01196	1.17631	0.0	0.0	0.0	0.0	0.0	0.0	7.91577	0.0	0.2334	0.2964	0.01615	1.02669	0.871	2.05103	0.0	0.51395	0.0
k__Bacteria|p__Firmicutes|c__CFGB73062	2.84182	0.0	0.07598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.88821	0.80916	0.0	0.0	0.0	0.0	1.81847	0.0	0.0	0.0	1.62478	0.0	0.0	0.0	0.0	2.76297	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.32906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04939	0.0	0.0	6.4815	2.89099	4.12567	0.0	0.08079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae	2.83655	0.0	0.71034	1.93832	0.91238	1.86267	2.33086	2.13165	2.2139	0.0	2.4418	0.0	1.78782	0.0	0.0	0.3773	0.0	0.0	0.09215	0.0	0.0	1.31709	0.37155	0.0	3.90788	1.7041	0.0	2.30722	0.0	0.18369	17.2067	1.48616	3.18527	0.0	0.0	5.09166	0.66923	6.88714	3.56489	0.25998	0.0	0.07413	2.33626	0.0	0.50213	5.38093	0.0	0.0	0.0	2.82559	0.26317	0.00439	1.26984	12.92622	0.03263	0.0	6.03659	0.1817	0.0	0.53919	0.0	0.65613	2.80558	1.75967	0.0	0.0	0.13827	2.71776	1.89328	0.0	0.17691	0.4449	0.1514	0.77257	2.06595	0.0	0.0	0.0	6.58438	2.18961	0.0	0.0	0.0	0.75733	1.16786	0.0	0.02527	2.93902	0.0	0.11479	0.0	11.54408	0.0	0.0	0.0	4.67217	16.12635	0.23313	0.0	2.32486	3.31827	2.18601	9.71551	0.0	0.76609	2.17735	0.79318	2.16115	2.5952	0.13595	1.86375	0.0	0.29353	0.72101	0.46194	10.42199	0.0	3.54522	0.0	0.0	2.41222	0.0	0.51308	0.48153	6.44116	0.00635	9.79041	0.0	0.0	7.12634	0.66229	2.16347	1.84047	0.0	0.86715	11.65336	0.76921	0.18446	1.61474	0.25758	1.08322	0.42678	0.0	1.52559	5.6244	1.20118	0.91608	0.66177	0.0	0.0	2.71029	0.0	0.06749	0.0	0.0	0.41431	0.07949	0.0	1.09006	0.07648	4.23946	0.0	0.0	0.0	0.0	0.0	0.0	4.54657	0.0	2.35015	0.03886	3.84609	2.4846	0.48849	2.26103	0.28638	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB38642	2.02776	0.0	2.48495	1.84176	0.37091	0.00149	7.61543	0.0	2.32343	0.0	7.16106	0.0	0.0	0.10678	0.0	0.0	0.57068	0.0	7.06487	6.04998	0.0	0.0	32.24637	0.07691	0.0	0.0	0.0	0.00139	0.0	0.00495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.28835	5.25903	0.94993	10.90341	0.11254	0.0	7.68586	0.07568	0.0	0.0	9.45191	6.28812	1.95497	0.50809	0.0	0.84699	0.0	1.96305	0.0	0.35148	0.41321	8.20646	0.0	0.0	0.0	0.38255	0.0	0.0	0.30894	1.91724	1.41511	0.0	0.49128	5.10443	9.16386	0.07927	0.48339	0.07383	3.75641	0.0	13.44575	0.0	0.0	0.0	0.0	6.59744	0.92944	0.0	0.0	2.52862	0.0	3.83734	3.58936	13.88585	0.10268	0.0	0.0	6.82597	0.0	5.35736	0.31573	8.7917	2.37538	1.45668	7.81548	0.0	2.01638	1.64468	0.23442	0.0	0.0	9.20368	0.18074	0.04085	18.19983	0.56519	0.0	2.92069	12.308	0.04497	4.68023	0.02158	0.40057	0.0	0.0	0.03234	0.0	0.0	1.55637	0.0	0.0	0.37208	15.16738	0.24414	0.0	0.0	0.0	0.0	0.0	4.24892	0.0	0.38093	0.24878	0.67712	0.0	0.04145	0.0	0.0	0.0	0.0	0.0	0.0	0.15475	0.0	0.00548	0.0	0.0	1.29079	0.0	3.1188	0.14292	10.7914	8.6259	3.95476	5.89414	0.0	0.39261	0.0	0.0	0.0	3.69752	1.36669	2.0026	13.50061	0.72023	2.37372	5.51663	0.0	0.91997	0.0
k__Bacteria|p__Bacillota|c__Clostridia	2.00464	0.29667	3.49804	10.00205	1.69691	0.17445	4.12399	3.29633	0.68272	0.0	3.92529	0.0	3.18434	0.80234	0.0	0.00739	0.57993	0.56794	5.35365	3.06852	0.0	0.06707	0.85764	0.88844	3.44496	1.08941	2.3624	2.58191	0.0	1.56979	0.0	0.63893	0.07869	1.81799	3.45985	0.0	3.05568	0.41111	1.74047	3.13793	2.97734	0.65263	8.5747	0.11163	0.88379	2.41734	0.66539	0.25453	0.39496	1.27606	3.72721	0.02646	3.4348	1.30006	1.07308	0.58387	2.66269	0.10219	3.00076	3.95643	0.0	1.64995	0.27763	0.14886	0.39015	0.10767	0.47783	1.11806	0.66914	0.19805	0.73491	0.96464	1.06491	0.03571	0.04662	0.56446	2.4629	9.2214	1.78826	3.3689	1.52952	0.85125	3.95061	1.70085	5.85293	0.1136	0.30589	0.68253	0.01971	0.0877	0.88571	1.06941	0.97273	0.02841	0.20098	1.34772	0.01369	1.19981	0.03211	0.04107	0.92457	1.82617	0.16537	0.18265	3.41077	10.76797	1.53454	0.17011	9.39879	1.31189	1.7945	0.71439	0.62491	0.2428	0.23088	3.70683	3.96166	2.6239	0.83084	0.11628	0.06311	0.24596	0.0	13.17332	0.00694	0.9816	0.19965	0.0	0.26283	0.55745	1.75033	0.10156	0.16059	0.50751	0.06415	0.01398	0.20374	0.75526	0.23562	1.12091	0.07571	0.10528	2.11207	2.3217	1.22278	0.15263	1.37001	2.02921	0.0	15.60094	0.44297	1.23719	2.68698	5.74465	0.60125	0.48638	1.29452	1.42486	0.63015	0.13687	0.08325	1.16677	2.50002	0.79162	1.53247	0.01267	1.04465	0.369	0.55247	2.13444	0.57219	1.17531	0.36996	1.4605	0.81262	2.40905	0.91334	0.0
k__Bacteria|p__Firmicutes|c__CFGB2873	1.9041	0.0	0.15946	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1091	0.0	0.0	0.0	1.3999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47346	0.01135	0.0	0.14323	0.0	0.0	0.0	0.52265	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19263	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08295	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02402	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1354	1.88887	0.0	0.87171	0.14978	0.04247	1.47393	0.05064	0.0	0.0	0.0	0.03059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.61847	0.27213	0.0	0.0	0.00297	0.0	0.0	0.0	0.05287	0.01198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.34776	0.0	0.0	0.3085	0.46644	0.56701	0.14206	0.32308	0.0	0.44747	0.80277	0.0	0.0	1.60021	0.26598	0.2733	2.35136	0.0	1.69448	1.68039	1.65655	0.0	0.81905	0.74227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.68165	1.7309	0.0	0.0	0.39734	0.0	0.0	0.44551	0.47511	4.00799	0.0	0.0	0.0	0.0	0.25949	1.61463	0.10007	0.0	0.0	0.0	1.78297	0.99229	1.30118	2.35775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05864	1.92986	0.07333	0.0	0.95652	0.16233	0.02424	1.90296	1.77107	0.0	0.0	4.07148	0.0	0.72275	0.0	2.34452	0.17457	0.07486	0.0	0.11728	0.0	0.0	0.0	0.0	1.36458	1.31585	0.07643	0.0	0.0	5.05961	0.0	0.48159	0.0	0.0	0.0	2.59187	0.0	0.18754	1.86124	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.42134	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17134	0.7622	0.0	0.5341	0.0	0.0	0.0	0.0	0.01854	0.0	0.27786	0.0	0.05927	0.05495	0.0	0.5933	0.11598	1.62364	0.72274	1.26818	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	1.59613	1.37896	0.72612	1.36817	3.03058	1.76906	0.52077	0.15822	0.42351	0.0	0.59353	0.0	0.19697	2.66897	1.17307	1.10651	0.20315	1.60588	0.30662	0.79436	4.01534	2.75011	0.0	1.53518	7.93978	2.59017	4.42413	0.61351	2.13591	6.26909	3.30829	0.33094	1.27965	1.70873	0.92395	1.88643	2.96685	1.22146	0.16864	1.83588	1.47586	1.13544	0.63181	1.27296	1.13719	1.61593	4.68456	0.0	2.42547	0.65528	1.41881	2.95036	0.76537	0.53231	1.17201	3.71168	0.0785	3.58304	1.57374	1.96637	3.2311	2.90081	0.06312	2.6182	0.64969	4.98221	3.86842	3.67623	0.91233	1.36476	1.01976	1.36935	1.2583	2.03853	3.57587	1.91766	4.0189	0.42882	0.99493	3.44059	0.45891	0.4972	3.12151	1.1256	1.4768	1.803	2.81807	1.45625	4.04611	0.72928	1.39784	0.15749	3.35941	2.30705	6.7462	1.50888	0.84375	0.4665	1.66656	0.94821	0.17407	2.95243	0.0	1.38928	1.23001	2.34982	6.37047	3.69761	7.23435	0.61234	0.38665	4.85133	0.15922	1.75592	0.48068	0.51973	1.17649	1.41827	2.68247	0.22253	0.48578	2.6507	0.65674	1.19783	1.07529	3.29966	5.0744	13.64518	1.4081	2.69124	0.04255	2.72174	0.0	1.50162	0.0	2.78527	0.7734	0.80457	1.87737	3.63429	0.0	2.98059	3.39769	1.19472	4.51035	1.19108	0.32504	6.64304	0.0	0.45166	1.51221	0.6021	0.83566	0.17393	1.66031	1.8587	0.02135	3.42579	1.28159	0.2712	0.59168	0.58851	1.20517	4.99577	1.14841	2.12974	1.60948	0.35244	0.56505	0.5675	3.47403	1.64075	1.69507	1.0624	1.80986	0.44308	11.78078	0.0
k__Bacteria|p__Firmicutes|c__CFGB3054	1.14568	0.0	0.00095	0.10051	0.1807	0.0	0.00678	0.0	0.02145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65171	0.0	0.0	1.33081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.65416	0.0	0.00338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.31934	1.31548	0.07039	0.64153	0.99547	0.0	0.25127	0.0	0.0	0.0	1.57073	0.11777	0.03595	0.0	0.01735	0.89072	0.0	0.0	0.0	0.0	0.0	0.02818	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.49876	0.12039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13279	0.90766	0.43678	0.0	0.0	0.03202	0.09327	0.0	1.31815	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01968	0.0	0.0	0.0184	0.0	0.0	2.17362	0.9321	0.0	0.0	0.0	0.0	0.15058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02807	0.00133	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11388	0.0	0.0085	1.133	0.0	0.04424	0.06507	0.0	0.0	0.0	0.0	0.0	0.60166	0.0	0.06153	0.0	0.35343	0.87987	0.0	0.00599	0.0	0.0	0.0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	1.12084	0.0	0.14706	0.14579	0.07059	0.23894	0.25078	0.69907	0.0	0.0	0.19212	0.0	0.58785	0.64718	0.12918	0.16537	0.0	0.0	0.85855	0.23176	0.0	0.91118	0.10903	0.0	0.05972	0.40494	0.31144	0.39868	0.0	0.0	0.0	0.38208	0.0	0.0	0.06262	0.21806	0.0	0.0	2.92687	1.32471	0.92709	0.23797	0.2134	1.90035	0.0081	0.15694	0.0	0.0	0.59342	0.87808	0.3413	0.99513	0.58059	0.60322	0.0	0.0	0.0	0.0	0.0	0.78576	0.0	0.0	1.11458	0.05266	0.0	0.00454	0.04373	0.52605	1.0798	0.0521	0.32304	0.25842	0.03724	0.23364	0.33363	0.0	0.01443	0.0	0.28599	0.04028	1.05015	0.62374	0.0	0.31982	0.00173	0.71435	0.07953	0.81227	0.74281	0.40109	0.29498	0.63772	0.0	0.1543	0.3565	0.13914	0.17523	0.56967	0.5828	0.0	1.19095	0.84063	0.18699	0.0	0.11383	0.1284	0.0	0.2028	0.38829	0.04497	0.3592	0.86598	0.0	0.0	0.97311	1.68865	1.04375	1.23849	0.51314	0.05362	0.50822	1.15982	0.03997	0.58283	0.0	0.07485	1.78751	2.90986	0.41509	0.4005	0.24386	0.35683	0.3421	0.56725	2.1427	0.39174	0.45672	0.17505	0.25997	0.14506	0.0	0.39116	0.0	0.23527	0.0	0.0	2.61993	0.84571	0.0	0.65611	0.11455	0.14757	0.2921	0.43989	0.48206	0.1277	0.75467	0.23207	0.0	0.05769	0.34366	0.33146	0.0	0.36636	0.36509	0.45966	0.92153	0.15522	0.0	1.19159	0.69484	0.25522	1.21143	0.15639	0.16599	0.44917	0.66148	0.0
